author,comment,publishedAt,likeCount
@travellerkere8977,semoga damkar tetap membumi..sehat sehat terus dan rejekinya lancar..,2025-11-17T15:40:58Z,0
@reggydewansantika,"sepertinya ini satu satunya instansi yang dimana rakyat ikhlas duit pajak untuk menggaji mereka.

jangan undang instansi satunya bang, ga ada gunanya soalnya hehe",2025-11-17T15:02:21Z,0
@kareninasss,"laporan monyet wkwkwkkw lucu banget lagi tp ini aduan. astaga, gooodjob damkar",2025-11-17T14:30:00Z,0
@frozennn-99,Bang pipi lu ada jenggot,2025-11-17T13:47:48Z,0
@FebriyantiMandasari-yu9fs,Terbaik lah Bpk. Damkar,2025-11-17T11:54:02Z,0
@mrizkifajarpb5451,"Cuma ngundang pemadam, terlihat biasa-biasa aja bahkan tak menarik. Namun baru 5hari sudah 1jt lebih yang nonton, Magic is Raditya Dika!",2025-11-17T11:04:03Z,0
@WiraaIyaa,Naikkan gaji damkar❤❤ sehat2 bapak bapak damkar semua,2025-11-17T10:15:50Z,0
@Hendri..,Lumy yaa damkarnya😌,2025-11-17T10:11:03Z,1
@darkdahlia7069,wkwkwkwkw gibran dong😂😂😂,2025-11-17T10:00:28Z,0
@srisulastini890,pak Damkar I love u so much,2025-11-17T09:26:38Z,0
@kimchiikun7227,malah semoga gaji damkar lebih lebih lagi ya dinaikin nya karena kalian deserve untuk itu. terimakasih banyak karena udah selalu kerja keras dan selalu sedia untuk siapapun dan apapun laporan nya! sehat selalu kita semua❤,2025-11-17T09:13:34Z,0
@muhammadaliffariqi3530,DAMKAR ❌ =  DAMCARE ✅,2025-11-17T08:45:48Z,0
@renataelvaretta8402,bang coba undang polisi😇,2025-11-17T07:51:06Z,0
@mayasithaarifin2596,cara bicara bapaknya sangat sabar yaaa,2025-11-17T07:45:52Z,0
@rointankesiasiagian68,❤❤,2025-11-17T07:38:07Z,0
@ragakurniawan6104,❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2025-11-17T07:31:00Z,0
@fatmarasyida,Damkar badannya bagus ya ga buncit wkwkw,2025-11-17T06:54:36Z,2
@Dapoer99id,2:40 sangat setuju pak,2025-11-17T06:42:33Z,0
@aimTux,Mas Densu pindah profesi?,2025-11-17T05:47:33Z,0
@F124N2,"So now we know, klo bercita2 melayani masyarakat, daftarnya ke Damkar 🤔",2025-11-17T05:47:04Z,0
@wakanda_netizen,harusnya gaji Damkar lebih gede sih daripada si yang paling mengayomi masyarakat,2025-11-17T05:36:02Z,0
@dying_taxpayer,"Saya butuh pertolongan
.
.
.
.
.
.
.
.
.
.
.
.
.
finansial",2025-11-17T05:33:32Z,0
@Numa-alees,"Petugas Damkar sekalian aja belajar konseling rumah tangga deh, sama financial planner. takut-takut ada panggilan kek gitu. haha",2025-11-17T04:55:46Z,0
@firkhafie,51:30 sekarang bisa pakai video call whatsapp untuk melihat beneran ada kedaruratan atau tidak,2025-11-17T04:48:06Z,0
@sakinahrahmaniyah,Mereka lebih berguna ketimbang baju coklat,2025-11-17T04:32:09Z,0
@yumxskuy,Yaawla maapin aku pernah panggil damkar buat ambil sarang tawon di loteng rumah 😭🙏🏻,2025-11-17T04:23:36Z,0
@firkhafie,klo cuman pengen ditemenin aja boleh ga sih panggil damkar?,2025-11-17T04:22:03Z,0
@Kevin-ol7iy,part 2 bang gas,2025-11-17T03:58:15Z,0
@strawmangoberry8031,"tuh improve terus loh damkar ini dan belajar dari masalah sebelumnya, mantapp pak damkar",2025-11-17T03:43:49Z,0
@asyasyisyu,mas septian ganteng ya,2025-11-17T03:41:19Z,1
@RitaRinzi,Bang radit keliatan kecil dri jauh,2025-11-17T03:38:26Z,0
@FebrianaTotti,😍,2025-11-17T02:34:38Z,0
@FreeYoutube-on4gl,"Saya dari kepolisian pun sangat bangga dengan adik2 damkar ini. Sudah berkembang jauh dari dulu. Terus ditingkatkan, salam presisi. Bravo!",2025-11-17T02:14:54Z,1
@NauraAzahra-y3d,Damkar harusnya yg pantas di gaji 3 juta sehari dari pada di kasih ke bandit bandit dpr,2025-11-17T02:12:44Z,4
@safirameifindasari2904,"sebulan setelah pindah kota, aku ngekos sama suamiku. siang2 waktu suami kerja ternyata ada kucing besar banget tidur di kamar mandi, aku bener2 takut dan punya trauma dari kecil sama kucing, mau minta tolong siapa juga bingung karna pas itu sepi banget ga ada orang. sebelum keburu pingsan aku telfon damkar karena pas di Lamongan juga kalo biawak/ular masuk kontrakan selalu damkar yg nolongin. beneran disamperin pake mobil uwiw uwiwnya itu demi ambilin kucing meskipun mereka sambil ketawa-ketawa. makasiii banyak damkar kabupaten Pasuruan 🥺",2025-11-17T02:05:45Z,0
@Anonym-xd7sz,"gua tau septian dari konten tips Gymnya lagi, sukses selalu bang",2025-11-17T01:46:55Z,0
@soundofnature803,Mnit 20 sesangat dmkar hatinya tetep hellokity,2025-11-17T00:55:44Z,0
@Subakcii,Coklat mana bisa 😭😭,2025-11-17T00:35:31Z,1
@Rikas_ign,Kenapa system Hidrant kita buruk sekali?,2025-11-17T00:10:26Z,0
@Gasukaffajagitu1,"Dari sekian ribu komentar. Apa ada yang negatif? enggak, kan? Berarti kinerja damkar udh paling the best!❤",2025-11-16T23:44:48Z,1
@laichakim1499,Bang aku juga gk ada ayah dr umr 6thn  tp sekarang aku umr 21 salah gk kalau pengen dapat kasih sayang dari ayah,2025-11-16T23:30:24Z,0
@dadangbaron7890,Damkar terbaik sih no debat aslinya melayani masyarakat😊,2025-11-16T23:21:42Z,0
@divarizkyimanitadewi9532,"""Buset gue kaget dah""
Set dah asoy bener damkar ini😂",2025-11-16T20:39:02Z,0
@mahesatrijuanap.1585,11:23,2025-11-16T20:11:41Z,0
@nana4logg,SERUU BGTT IH,2025-11-16T19:49:06Z,0
@FathanSidqi-l4v,Terimaksih damkar,2025-11-16T19:05:56Z,0
@EdoTaverilo,Damn! Care,2025-11-16T18:29:59Z,0
@evavh8930,Duh nntonnya nangis😭terasa banget tulusnya mereka😭,2025-11-16T18:19:06Z,0
@putrianisanurhidayahsari3078,"tambahan info soal APAR: isi nya itu bisa expired ya, jadi perlu dicek dan diisi ulang.",2025-11-16T16:53:20Z,0
@laheroine,"Yg berseragam di Indonesia yg syaa percaya itu cuma: Petugas Damkar, Satpam BCA sm Satpam kereta.",2025-11-16T16:45:05Z,0
@yatnowongsp,"POLISI: Tolong pak radit undang kami juga,",2025-11-16T15:41:13Z,0
@saepulazis5506,"yg suruh kesini sama kaka' tiktok, cungg",2025-11-16T15:05:48Z,0
@CynTyaaaaa_imuts,"yang mau nambah foll, lek, komen dan views bisa chat di bawah",2025-11-16T14:20:00Z,183
@唐雪蘭,199 ❌ DAMKAR ✅,2025-11-16T13:57:56Z,0
@maulanars1206,Badannya lebih bagus dari aparat polisi,2025-11-16T13:29:24Z,0
@nitatrisnawati94,gara2 baca komen tiap kamera zoom out liat bang radit di tengah gue jadi ngakak🤣🤣🤣,2025-11-16T11:58:55Z,1
@fikfik8798,mantap,2025-11-16T11:17:43Z,0
@seiy_user2483,"pernah kekunci di toilet rumah, gaada orang sama sekali. Pintu utama aku kunci dari dalem. Untung aja boker bawa Hp. Akhirnya call damkar😭🙏",2025-11-16T10:49:37Z,0
@sabrinanovayanti3395,19:44 ikuttt mewekkk,2025-11-16T10:26:36Z,1
@viniaparanisa7364,"bang izin tanya, kalo minta pertolongan buat ngerjain tugas matkul dan tugas ospek jurusan bisa ngga ya🥰 darurat banget, deadlinenya mepet-mepet soalnya",2025-11-16T10:24:24Z,0
@cicinuraisyah8153,kek di 911 ga sii aku suka series itu soalnya seruu,2025-11-16T10:19:43Z,0
@DearShinrrii,ini semua love language diborong pak damkar keknya😂,2025-11-16T09:43:50Z,0
@muhammadnurhasans.si.m.sc.2224,"Slogan ""Polri untuk Masyarakat"" dan ""Melayani, Mengayomi, Melindungi"" mestinya tersemat di Damkar.",2025-11-16T09:38:37Z,1
@ggee9289,Mantap DAMKAR!!!,2025-11-16T09:25:39Z,0
@unsurapi,"Daftar gampang, menangnya mantap! Starlight898 
Gak cuma seru, tapi juga cuan maksimal di Starlight898!",2025-11-16T09:20:34Z,0
@BagusGAP,"Baru aja damkar dki tunkin nya dinaikin 1jt, emang gokil sih.. damkar tuh selalu anggarannya paling kecil, tunkin paling kecil dibanding dinas lain krn dianggap tidak memiliki beban & risiko tinggi.. tp damkar selalu paling siap sedia dalam fungsi pemadaman dan penyelamatan.. di tim 112, damkar yg paling fast response apapun aduannya.. pohon tumbang sharusnya DLH duluan, damkar ikut turun.. kebanjiran ranah BPBD, damkar juga hadir.. urusan keamanan ketertiban ranah kepolisian (diluar pemda malah) damkar tetep hadir.. semangat tim damkar seluruh indonesia 🎉",2025-11-16T09:00:18Z,0
@yustikapratiwi6352,jadi inget damkarnya Upin ipin 😂,2025-11-16T08:30:05Z,0
@legipro,20:00 suaramu bergetar,2025-11-16T08:21:02Z,0
@kartinisuadi3559,Menyala damkarkuu 🫶,2025-11-16T07:43:19Z,0
@triseptiana-s8f,komandannya lucu bgt,2025-11-16T06:10:20Z,0
@shoopai1553,"Podcast tuh gini, bermanfaat, bukan sekedar yang viral"". Keren sih bang radit&team🔥",2025-11-16T05:50:15Z,0
@gezipratiwi3561,Terimakasih bapak bapak damkar🎉,2025-11-16T05:49:54Z,0
@herysujana,"Hp ilang lapor polisi
""BUKAN URUSAN SAYA"" 

😂 KOK BEDA SAMA POLISI",2025-11-16T05:30:56Z,1
@vapersnewbie6278,"Damkar Is The Best !!! "" NO KOMPROMI """,2025-11-16T05:25:18Z,0
@Anggraeniist_,Mas damkar belah kiri cara ngomongnya kek Gen Z nongkrong😅🙏🏼,2025-11-16T04:58:10Z,0
@ravi.reonaldy,"""nih orang orang di twitter yg bilang 160"" dah vakum lama tapi masih inget hal itu wkwkwk 🤣🤣",2025-11-16T04:36:45Z,0
@arifahrahayu8706,"Berkat laporan yang beragam, para petugas damkar jadi nambah skill😂❤",2025-11-16T04:34:05Z,0
@yooo8651,Yg paling gong itu piercing hidung nyangkut di kursi😭,2025-11-16T03:51:12Z,0
@shalzaputri685,seruuuu bgt wkwk😂,2025-11-16T03:49:37Z,0
@rianicaj,Seru bgt damkar. Semoga terus profesional dan humanis,2025-11-16T03:48:15Z,0
@olivgun7854,Maaf mau tanya kok kemarin laporan ke lokasari tidak mau melayani yah,2025-11-16T03:43:03Z,0
@EkaAni-n3f,"Bang,,maaf
Kog keLiatan kicik sekaLiiii Abang ditengah😂",2025-11-16T03:27:45Z,0
@lidiaaisyah3476,❤❤❤❤❤❤❤,2025-11-16T03:10:36Z,0
@navellaandhieta2868,"Mantap semua, makasih ilmunya👍🏻",2025-11-16T03:03:12Z,0
@melizapuspita96,Ini mah 911 nya Indonesia,2025-11-16T02:44:23Z,0
@lisasumaga5849,damkar nih di desain untuk dicintai masyarakat ya,2025-11-16T02:40:00Z,0
@KadekRestu-s9z,seru banget episode ini😅,2025-11-16T02:31:50Z,0
@Dodikumala1224,Lebih baik tunjangan pensiun dpr d kasih ke damkar sama gajih pak coklat itu potong aja stngah kasih ke pemadam soalnya yang coklat itu kalo kita laporan kehilangan aja kadang nda d tanggapi serius apalagi d cari,2025-11-16T02:14:47Z,0
@daelanifirdaus8123,"Besok undang yg sebelah bang radit , tanyain fungsi dan kerjaannya jg 🤫",2025-11-16T01:22:35Z,0
@blurayheroid,"Kira-kira kalau Anatoly yang megang selang dsb, kuat nggak yaa? 🤔",2025-11-15T23:33:46Z,0
@mataharisore-q8l,"NIKESLOT88 — Slot Online Profesional, Bonus Nyata Bukan Sekadar Janji!",2025-11-15T22:39:21Z,0
@kamaliakamalia2019,Damkar thebest ❤❤❤❤❤ truslah berbuat baik & terima kasih udah berbagi ilmu,2025-11-15T22:00:28Z,0
@ClipsMlbbGG,"Miris bngt sih  Pekerjaan Yang ""Berguna"" Bagi masyarakat, tapi gajinya ah sudahlah😢
Kita bisa Bikin petisi GKsih?",2025-11-15T20:00:15Z,2
@WnRahmi,"Baru aja sekitar 2 minggu lalu, dirumah mama panggil damkar buat copotin sarang tawon, dan memang pas evakuasi udah bersarang besar banget",2025-11-15T16:21:34Z,1
@ArkanaZayn-k7w,damkar untuk masyarakat 🎉,2025-11-15T16:00:55Z,1
@triswuriharsani5187,"Beberapa tahun lalu akibat iseng anakku 5th maksain pakai cincin adiknya,  endingnya...tidak bisa dilepas yg menyebabkan jarinya bengkak dan membiru, setelah kami coba sendiri namun gagal akhirnya ke DAMKAR Kota Bogor. Disana kami di terima, di dengar dan dilayani. Di tengah prosesnya, mereka membuat guyonan dan mengajak anakku tertawa agar dia tidak takut.
Akhirnya masalah beres tanpa drama dan proses berbelit.
Keren DAMKAR!",2025-11-15T15:52:05Z,1
@ustindayudhistira1185,andai polisi badannya gini semua...,2025-11-15T15:48:38Z,0
@Suryafatah-u8f,nonton drakor the first responders .........menyala damkarr,2025-11-15T15:40:13Z,0
@mentegabeku-m4t,informatif banget sumpahhh,2025-11-15T15:33:09Z,0
@Bellamarch6992,"02:40nahh seharusnya sprti ini gak si, hadir untk masyarakat dan mnjdi yg terpercaya untk masyarakat. Masyarakat pun akan merasakan keamanan.",2025-11-15T15:32:53Z,1
@relys9843,Damkar i love you puolll pokoknya❤❤❤,2025-11-15T14:32:00Z,0
@febykurnia9976,"""Yang penting kita hadir dulu"" terus ""apapun laporan masyarakat kita gak akan anggap remeh"" karna ""yang remeh buat kita, untuk yg mengalami itu urgent""",2025-11-15T14:27:51Z,1
@ridhalistianingrum,WKWK LUCU BGTTT,2025-11-15T14:13:54Z,0
@indripramesti9402,1 menit yg lalu di suruh nonton video ini dari Chenel tiktok 😂,2025-11-15T14:11:36Z,0
@nbl-gl2sk,NAIK KAN GAJI DAMKAR!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2025-11-15T13:41:58Z,0
@AuliaRahmadani-y5s,good job damkar🎉❤❤❤,2025-11-15T13:40:19Z,0
@onlyu7159,Bang undang dr. @jefryat bolelaa ngobrol-ngobrol buat edukasi kita²...,2025-11-15T13:39:21Z,0
@mrymdwutm,Seru banget podcast ya.. Bnr2 sibuk ya jd damkar 😂,2025-11-15T13:30:26Z,0
@Eurinox,"Kalo tingkat kepercayaan sampai melebihi LADUSING wajib naik gaji lahh ini mereka effortnya ga main main lo, dari pada LADUSING CUMA KELILING CEGAT ORANG",2025-11-15T12:47:12Z,0
@KietaBarengID,Bang pandu winoto dong bang udah lama ga liat peliharaan bang radit.,2025-11-15T11:46:06Z,0
@ujangjackson287,"Nyoba undang polisi bang, lu tanya in tu polisi tidur sama polisi tilang lebih berguna mana",2025-11-15T11:39:22Z,0
@yuliakrisnawati4177,Mau share pengalaman aku dibantu damkar belum lama ini. Ayah aku lagi sakit dan akhirnya rawat dan beliau pake gelang baja yg susah sekali di buka udh di coba pake alat di rumah gabisaa. Di bantu suster di rs juga susah. Akhirnya kami hubungi Damkar dan mereka ga lama datang buka gelangnya dengan ramah which is sangat gampang mereka buat. Bersyukur sekali dibantu bapak2 damkar terimakasih ya tidak pernah anggap remeh panggilan masyarakat ❤,2025-11-15T11:36:50Z,4
@Lwnaaa,Aaa ikutan nangis pas cerita anak ga bisa rayain hari ayah karena ayahnya kerja. Semangat para ayah hebatt❤️,2025-11-15T11:11:13Z,0
@nurkomariyah5909,Lebih percaya damkar dr pada polri,2025-11-15T11:10:04Z,0
@whssby,"pdhl ya, podcas ini tuh bulak balik muncul pas gw scrol scroll tp ntah knp males bgt nntonnya, tp pas gw ngerasa abis tontonan dan gw nonton ini mantep banget dah mmg gak boleh jugde book by cover sepanjang nonton buat gw woww woww wowww terus 😅",2025-11-15T11:06:50Z,0
@syifaaulia3572,Jam terbang mereka ga main main nih,2025-11-15T10:59:53Z,0
@riooktapiana2944,Beda bgt sama polisi yakkk,2025-11-15T10:41:20Z,1
@namira6703,susu zee susu yg kuminum pas kecil,2025-11-15T10:23:49Z,0
@NanaCantik-ux5pj,kayanya kalo di bikin film kayanya seru 😂,2025-11-15T10:12:17Z,0
@rumaishafi7331,Orang2 full respect sama damkar bukan polici,2025-11-15T10:01:53Z,0
@ChalidSiregar,"Sehat"" buat bapak damkar",2025-11-15T09:56:34Z,0
@nurissyam1212,"Bulan lalu sy juga minta tulang evakuasi sarang tawon vespa, terima kasih Pak Damkar ( Khususnya Damkar Jambangan Surabaya)",2025-11-15T09:23:32Z,0
@Ceriahahaha,Luyuuuuuu pak damkar❤❤❤,2025-11-15T09:12:25Z,0
@MaryonoSolo-p3t,"Mas Septian ini pengalaman banget minum susu whey protein, terlihat dari caranya bikin susu",2025-11-15T09:12:22Z,0
@wahyuningisroiyah6589,Yg Kesini Krn disuruh kak Diera Nathania cung☝🏻,2025-11-15T09:08:35Z,0
@MaryonoSolo-p3t,Obrolan ini juga membuka Fakta kalau Polisi Indonesia itu GAK BERGUNA,2025-11-15T08:46:11Z,0
@MaryonoSolo-p3t,NAIKKAN GAJI DAMKAR,2025-11-15T08:22:59Z,0
@Nurhw77,Wkwkwkkk anjirrr sampe fir’aun di mentioned lawak jg ni damkar atu😅,2025-11-15T08:07:41Z,0
@dzulumat6564,"Soft Skill mereka sebagai Damkar skill Marketing dan narasi campagnnyq halus banget, dan tek tokan sma Bang Radit juga dapet..

Malu lah buat orang yg sebernya keeja di team creative marketing tapi script narasinya template itu membuat orang boro² mau nyerna narasinyaz buat ngedenger 10 detik aja udh bawaannya pengen skip!
Acara² bergaya korporat / TV biasanya gitu",2025-11-15T07:40:22Z,1
@creadows,"kok jokes bapak-bapak ini lucu banget ya, apakah aku udah segitu tuanya",2025-11-15T07:39:35Z,0
@fazarsetiawan8017,Pilisi mana bisa kaya gini,2025-11-15T07:39:28Z,0
@_Fauzy_,yang kesini gara gara kak diera nyuruh nonton kumpul sini 😂😅,2025-11-15T07:26:18Z,1
@coretanmasdede,Terus Polisi fungsinya apa? 😂,2025-11-15T07:24:32Z,0
@PutriNurZannah,"Selamat hari ayah❤️ maaf telat, terharu sm damkar🥹❤️‍🩹",2025-11-15T07:05:41Z,0
@TitikWasari,"ini mah kalo gaji mereka dari pajak sampe 100jt juga gue rela si, daripada si Depeer depeer itu",2025-11-15T07:05:41Z,0
@Abid_Vision,bang radit jadi kecil banget wkwkwk,2025-11-15T07:01:29Z,0
@ronaldalbertt,"next instansi polisi, tapi ragu podcastnya paling cuman 1 menit soalnya anuu....",2025-11-15T06:47:20Z,0
@riot6494,"Kepikiran ngisi podcast sm damkar, keren! Btw, saya ikhlas kalo per bulan ada iuran utk nambahin gaji damkar 🔥",2025-11-15T06:43:08Z,0
@meliyeah,cinta bngtt sama damkar ❤❤ plss sehat sehat yaa damkarr!!,2025-11-15T06:23:43Z,0
@ummazm,Kesini gara2 disuruh ka diera nathania,2025-11-15T06:20:12Z,0
@ariefandriana9930,Damkar ini satu-satunya institusi yang masih bersih. Semoga dijaga dari intervensi politik,2025-11-15T06:17:29Z,0
@RivaiKelana,naikin gaji damkar!,2025-11-15T06:12:34Z,0
@AnizhaRizky-h8l,"18.52 bg Radit jadi mungil bgt 😂 
Btw sehat² terus untuk semua bapak2 damkar yang ada di seluruh Indonesia",2025-11-15T05:52:34Z,0
@elishuwa2299,"Bravo Damkar, tim palugada,  malaikat tak bersayap, tugas 911 kita dirangkap damkar jg.",2025-11-15T05:34:07Z,0
@aryadimassuprayitno8656,Aku rela kalau gaji Damkar dua digit yang diambil dari pajak,2025-11-15T05:29:15Z,0
@Inunak1,terbaik damkar,2025-11-15T05:28:44Z,0
@NeoMerak,Wih hidup damkar,2025-11-15T05:25:54Z,0
@paisawahyudi9854,Damcare ❤❤,2025-11-15T05:22:12Z,0
@dph6539,BEST DAMKAR!,2025-11-15T05:20:44Z,0
@bukansenjabiasa5763,"Skrg damkar ini banyak yg p3k karna ikut pengangkatan ujian 2024, Sebelumnya damkar ini banyak yg honorer, yg status nya dipemerintahan daerah kontrak pertahun. Nah skrg sejak di angkat mjd ASN p3k angkatan 2024 ini kontraknya per 5 tahun di Pemda.
Di banyak daerah damkar itu dinasnya menyatu sama satpol
Status memang sudah diangkat atau berubah dri honorer mjd p3k daerah, tapi gaji tidak berbeda malah di daerah banyak p3k gajinya lebih kecil dri pada pas jadi honorer.
Jadi ASN p3k dan ASN PNS itu sangat jauh berbeda, terutama dari gaji dan tunjangan (TPP) 
Dimana mana damkar ini memang banyak maksimal kok kerja nya.
aku sebenarnya pengen jadi damkar😅",2025-11-15T05:19:04Z,0
@AdnanSuheni,Jauh lebih baik dari yang mengaku mengayomi masyarakat..,2025-11-15T05:07:56Z,0
@SundariAlkaffa,Ini bukan yang kita suruh kesini,2025-11-15T04:37:48Z,0
@aguswaryanto9743,Cuma damkar sm ambulance yg buat gw ikhlas ngiri dijalan 👍👍👍,2025-11-15T04:20:42Z,0
@albaines18,"disisi lain, ada buncit yang lebih gede gajinya
lapor motor ilang juga di mintai uang",2025-11-15T04:00:46Z,0
@MrDatek-th5wg,"gokil, jago juga nih damkar ilmu marketingnya. wkwkwk",2025-11-15T03:59:27Z,0
@wifaay,Di sini nelfon damkar diminta bayar sampe 400 kemarin nanganin sarang tawon 😅,2025-11-15T03:57:48Z,0
@kaykaykay3743,😭 the real heroes. respect.,2025-11-15T03:52:43Z,0
@XuanBacjvuuyp_154,"Barusan liat nama 𝐀𝐫𝐰𝐚𝐧𝐚𝐭𝐨𝐭𝐨 lagi, sumpah kayak gak bisa ilang dari FYP 😭 ngaco sih 🤣",2025-11-15T03:52:24Z,0
@phươnglacúc1952,gak ngerti kenapa 𝐀𝐫𝐰𝐚𝐧𝐚𝐭𝐨𝐭𝐨 sering banget muncul 😂😂,2025-11-15T03:49:54Z,0
@linhkhổngminh1950,tiap scroll ada aja 𝐀𝐫𝐰𝐚𝐧𝐚𝐭𝐨𝐭𝐨 😭 serius,2025-11-15T03:49:45Z,0
@ThuyTramrpnssi_777,"Bro, Gak tau kenapa, tapi 𝐀𝐫𝐰𝐚𝐧𝐚𝐭𝐨𝐭𝐨 tuh muncul terus, sampe gue pengen Googling juga 😆",2025-11-15T03:49:44Z,0
@vânmKai,"Awalnya iseng doang, tapi abis liat banyak yang nyebut 𝐀𝐫𝐰𝐚𝐧𝐚𝐭𝐨𝐭𝐨 gue JADi penasaran banget 😭 serius",2025-11-15T03:49:25Z,0
@namnguyệt1952,"Kok bisa ya, tiap buka komentar selalu aja ada 𝐀𝐫𝐰𝐚𝐧𝐚𝐭𝐨𝐭𝐨 wkwk 😂 wkwk",2025-11-15T03:49:10Z,0
@UyênThị_4736,anjir muncul lagi 𝐀𝐫𝐰𝐚𝐧𝐚𝐭𝐨𝐭𝐨 😭🤣 ngaco sih 🤣,2025-11-15T03:49:07Z,0
@Ngọc_Hoàng_Trúc,"Bro, gue liat lagi dong 𝐀𝐫𝐰𝐚𝐧𝐚𝐭𝐨𝐭𝐨 😭😂",2025-11-15T03:49:04Z,0
@Linh_Đặng_Huy,"Kok bisa ya, tiap buka komentar selalu aja ada 𝐀𝐫𝐰𝐚𝐧𝐚𝐭𝐨𝐭𝐨 wkwk 😂 serius",2025-11-15T03:48:50Z,0
@Nguyệt.Lại.Bá,"Sumpah deh, 𝐀𝐫𝐰𝐚𝐧𝐚𝐭𝐨𝐭𝐨 ini sering banget muncul, jadi kepikiran terus 😭 serius",2025-11-15T03:48:21Z,0
@miasartika1813,"Otot pak Damkar beda ya sama otot instansi coklat. Keliatan yg ototnya bagus ini kerja keras untuk masyarakat.
Bravoooo Damkar ❤❤❤❤❤❤❤",2025-11-15T03:45:19Z,0
@maw_aja,"0:53 seketika ingat ""bomba padamkan api je ke?""",2025-11-15T03:42:05Z,1
@sirubent,"akan ada hari saat tni dan polri negara ini terang2 an mengkhianati rakyat, mobil damkar akan datang turun dan menyemprot dari langit",2025-11-15T03:37:04Z,0
@namatidakbolehkosong2220,23:58 😭😭 bang gak jadi terharu aku woooyyy,2025-11-15T03:31:35Z,0
